Store name, number of reviews, consumption, main cuisine, address, detail link, detail rating, business hours
No. 73 Yanhuodong·Shaohun Barbecue Club (R&F Haizhucheng Store), 883,98, Korean barbecue, Jiangnanxi, https://www.dianping.com/shop/G1CExkSS027ATG7n, taste: 8.8 environment: 9.0 service: 8.9 , Monday to Sunday 11:00-22:00
No. 73 Yanhuodong·Shaohun Barbeque Club (R&F Haizhucheng Store), 884,98, Korean barbecue, Jiangnanxi, https://www.dianping.com/shop/G1CExkSS027ATG7n, taste: 8.8 environment: 9.0 service: 8.9 , Monday to Sunday 11:00-22:00
Kaduoduo Western Food (Dashi Store), 1398,67, Western Food, Dashi, https://www.dianping.com/shop/G14ZnoYV8EpKNZam, Taste: 8.4 Environment: 8.6 Service: 8.7, Monday to Friday 11:00-14: 3017:00-21:00 Saturday and Sunday 11:00-21:00
LEHACHOIR Yasha·French Restaurant & BAR (Guangdong Tiandi Store), 591,281, Western food, Xingsheng Road/Lide, https://www.dianping.com/shop/G3S0SREj4WKXBFeR, Taste: 8.4 Environment: 9.0 Service: 8.6, Monday to Sunday 12:00-24:00
LAVAZZA Coffee (Gaozhi Building Store), 332, 28, coffee shop, Xingsheng Road/racecourse, https://www.dianping.com/shop/H6K9QbiRawuYoy4H, taste: 8.7 environment: 8.6 service: 8.6, Monday to Sunday 07:30-21:00
Tai Niu BBQ (Baiyun Renhe Flagship Store), 306,88, Korean BBQ, Jiahe/Renhe, https://www.dianping.com/shop/l4EJvuKa1TcaXNIy, Taste: 6.7 Environment: 6.9 Service: 6.8, Monday to Sunday 10:00-23:00
Xiaoyu Fengfan·Shunde Cuisine (Zhongcun Qitian Plaza Store), 547,67, Shunde Cuisine, Zhongcun, https://www.dianping.com/shop/l4Dgttmke5CZlXYR, Taste: 7.6 Environment: 7.6 Service: 7.6, Monday to Sunday 10:00-15:0016:00-21:30
Shunshan Farm, 41,81, Farm Cuisine, Hot Spring Town, https://www.dianping.com/shop/l4CJEW0K3NFg8CZL, Taste: 7.4 Environment: 7.4 Service: 7.4, Monday to Sunday 09:00-21:00
Haidilao Hotpot (Aoyuan Plaza Store), 1553,95, Sichuan Hotpot, Shiqiaonan, https://www.dianping.com/shop/l4BoAj8IxymkR3pz, Taste: 9.0 Environment: 9.0 Service: 9.0, Monday to Sunday 09 :00-07:00
Real Kungfu (Huangge Automobile City Store), 89, 28, fast food, Huangge Town, https://www.dianping.com/shop/l43oFqNPfQoXabYm, taste: 8.1 Environment: 8.1 Service: 8.2, Monday to Sunday 10:30-20:30
McDonald's (Global Trade Center Store), 103, 18, Western-style fast food, Pazhou, https://www.dianping.com/shop/l3yd7STjyMHUGZCJ, taste: 8.4 Environment: 8.3 Service: 8.4, all day from Monday to Sunday
Hengdi Road·Three dishes and one soup (Hanxi Changlong store), 1391,64, Hunan cuisine, Zhongcun, https://www.dianping.com/shop/l3yNDKjpexcJVFPw, Taste: 9.1 Environment: 9.0 Service: 9.0, Monday to Sunday 11:00-14:0016:30-21:00
Frog Xiaoxia (Panyu Tianhe City Store), 1551,85, Hunan Cuisine, Changlong/Nancun, https://www.dianping.com/shop/l3y7pqXZBMVfPIhH, Taste: 8.9 Environment: 9.0 Service: 8.8, Monday to Sunday 10 :00-22:00
Domino's Pizza (Zhongshan Avenue West Store), 198,52, Pizza, Tangxia, https://www.dianping.com/shop/l3rG4NB08GjTpHfK, Taste: 9.0 Environment: 8.9 Service: 9.0, Monday to Sunday 10:00- 22:00
Zunbao Pizza (Jingu Valley Store), 228,34, Pizza, Zhongcun, https://www.dianping.com/shop/l3pFOVtWCt2dsQYp, Taste: 8.8 Environment: 8.5 Service: 8.6, Friday and Saturday 09:00- 23:00 Monday to Thursday Sunday 09:00-22:00
Founder of Mozijia Braised Turtle with Sauce (Panyu store), 263,74, specialties, Changlong/Nancun, https://www.dianping.com/shop/l3mZSF4DT305lcQJ, taste: 8.9 environment: 8.8 service: 8.9, Monday to Sunday 17:00-00:30
Xinjia (Baiyun Branch), 233,70, Jiangxi Cuisine, North Campus of Guangzhou Foreign Studies University, https://www.dianping.com/shop/l3k4FfuaIM6E2J3o, Taste: 7.4 Environment: 7.5 Service: 7.4, Monday to Sunday 11:00 -14:0017:00-21:00
Guest Food·Xiongji Rice Roll, 232,19, Cantonese style refreshments, Beijing Road Commercial District, https://www.dianping.com/shop/l3jBtxHJqnDGxXnl, Taste: 7.3 Environment: 6.7 Service: 7.0, Monday to Sunday 07 :00-24:00
Assassin Japanese Food Restaurant (Beijing Road Store), 3452,87, Japanese cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/l3fgol5ySGFOJvC0, Taste: 7.9 Environment: 8.1 Service: 8.2, Monday to Sunday 11:30-14:30 17:00-22:00
Changji Qingyuan Local Chicken Shop (Yuancun Branch), 350,92, Farm Cuisine, Yuancun, https://www.dianping.com/shop/l3fCpSsvcqAEUbo2, Taste: 7.4 Environment: 7.3 Service: 7.2, Monday to Sunday 10:00-04:00
CT3.9 Learning Coffee (Tianhe East Road Store), 279, 28, Cafe, Teem City/Sports Center, https://www.dianping.com/shop/l3ct0ibre42K3sm8, Taste: 8.5 Environment: 8.5 Service: 8.6, Saturday and Sunday 10:00-18:30 Monday to Friday 08:00-18:30
Bincheng Beiyuan (Tongdewei store), 467,62, Northeastern cuisine, Tongdewei, https://www.dianping.com/shop/l3azdJfI8HZTK669, Taste: 7.3 Environment: 7.2 Service: 7.3, Monday to Sunday 09:30-23:00
Authentic Henan Dingji Noodle House (Baisha Shui Road Branch), 28, 19, Noodle House, Longdong/Cen Village, https://www.dianping.com/shop/k4onYORqpCq1bdYO, Taste: 7.2 Environment: 6.8 Service: 6.6, Monday to Sunday 11:00-14:00 17:00-21:00
Wu Tang Bu Shui·Dessert Sugar Soup Specialty Store (Ruifeng Center Store), 289,16, Dessert, Central City, https://www.dianping.com/shop/k4nizWMlaczkDLX7, Taste: 7.8 Environment: 7.9 Service: 7.8, Monday to Sunday 11:00-22:00
Hezhuang Live Fish House (Zhuji Road Store), 1422,94, Fish Hot Pot, Chebei/Dongpu, https://www.dianping.com/shop/k4n5DlbSA0JRkl1j, Taste: 8.5 Environment: 8.4 Service: 8.3, Monday to Sunday 11:00-14:0017:00-21:00
Youye·Hainan Coconut Chicken (Poly Time Club Store), 239,89, Coconut Chicken Hotpot, Teem City/Tiyuxi, https://www.dianping.com/shop/k4mLW4YfqoFNrZ92, Taste: 8.5 Environment: 8.4 Service: 8.4 , Monday to Sunday 11:00-21:00
Bestore (Yuehuicheng store), 68, 39, snacks, Xicun/Xichang, https://www.dianping.com/shop/k4lBP0d80CmAcrWp, Taste: 7.4 Environment: 7.3 Service: 7.2, Monday to Sunday 09: 00-22:30
Flamingo Flamingo Restaurant, 113,101, Specialties, Chimelong/Nancun, https://www.dianping.com/shop/k4krkyp8XumHcfGI, Taste: 7.4 Environment: 7.9 Service: 7.7, Monday to Sunday 11:00-01: 00
Shancai Vegetarian Food, 5,24, Vegetarian Food, Shawan Town, https://www.dianping.com/shop/k4jVjk4Ii9JL5VhB, Taste: 6.9 Environment: 6.9 Service: 7.0, Monday to Wednesday, Friday to Sunday 11:30- 14:0017:00-20:30
Guangzhou HNA Westin Hotel - Hongmian Chinese Restaurant, 1982, 155, Cantonese restaurant, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/k4emlFxAHMOn6Oon, Taste: 8.6 Environment: 9.0 Service: 8.8, Monday to Sunday 11:30-14:30 17:30-21:30
Unwilling Cakecafe (Tianhe Tangxia Store), 335,97, Bread Baking, Tangxia, https://www.dianping.com/shop/k4YdvXUwmCdestOv, Taste: 7.6 Environment: 7.6 Service: 7.7, Monday to Sunday 09:30 -21:30
Zunbao Pizza (Shigang Store), 249,32, Pizza, Shiqi, https://www.dianping.com/shop/k4YG4NuDFuXHH68F, Taste: 8.3 Environment: 8.1 Service: 8.0, Friday and Saturday 09:00- 23:00 Monday to Thursday Sunday 09:00-22:00
Yami Yami Sichuan and Hunan Cuisine, 262,52, Hunan Cuisine, Central City, https://www.dianping.com/shop/k4Y9c0jM3aVG17Cu, Taste: 8.0 Environment: 8.4 Service: 8.4, Monday to Sunday 11:30-14: 0017:30-22:30
Chutian Food Square (Yuexiu Xianlie Middle Road Branch), 522,101, Hubei cuisine, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/k4U7igrXlgUNLVw7, Taste: 7.5 Environment: 7.4 Service: 7.3, Monday to Sunday 11:00-14:0017:00-21:00
Zheng Ge Dim Sum Expert (Nimble Jinxiu Plaza Store), 279,64, Tea Restaurant, Licheng, https://www.dianping.com/shop/k4R43sNf3n9KLe9H, Taste: 7.5 Environment: 7.5 Service: 7.2, Monday to Sunday 07 :00-21:00
Wulin Chef Cantonese Tea Snacks (Zhongxin Store), 434,50, Cantonese Tea Snacks, Zhongxin Town, https://www.dianping.com/shop/k4QIfEVaAEuuii7K, Taste: 8.1 Environment: 7.9 Service: 7.9, Monday to Sunday 07:00-24:00
Coconut Chicken Theme Restaurant (Fuqian Road Branch), 81,81, Creative Cuisine, Jiekou/New Century Plaza, https://www.dianping.com/shop/k4PfpqpkBa1vTqUZ, Taste: 6.9 Environment: 6.9 Service: 6.8, Monday to Sunday 10:00-22:00
Lishanghuang (Longgui Jinbo Plaza Store), 57,19, Chestnuts/Dried Fruits, Jiahe/Hehe, https://www.dianping.com/shop/k4Pa8m15FP9hNm5s, Taste: 7.3 Environment: 7.3 Service: 7.3, Monday to Sunday 10:00-22:00
Huaren Wuzhou Seafood Steak Buffet Restaurant·Group Dining (Haizhu Branch), 2446,81, Buffet, Jiangnanxi, https://www.dianping.com/shop/k4P5um369EjArll6, Taste: 7.4 Environment: 7.5 Service: 7.5, Monday to Sunday 11:00-22:00
Guangdong Light Industry Vocational and Technical College - Canteen, 17,8, other food, along Xingang West Road, https://www.dianping.com/shop/k4OiW2oFLUeh8cH4, Taste: 6.9 Environment: 7.0 Service: 7.0, Monday to Sunday 06:00-23:00
Wei Zhan·Southeast Asian mama stall (Panyu store), 79, 27, Thai food, dashi, https://www.dianping.com/shop/l3LotNMuCeS1BJtc, taste: 8.5 environment: 8.3 service: 8.4, Monday to Sunday 11: 00-21:30
Longji Noodle Shop (Weiyong Renmin Road Store), 6,10, Noodle Shop, Guangzhou South Railway Station, https://www.dianping.com/shop/l3LOWkv1jiWPCudp, Taste: 7.1 Environment: 7.0 Service: 7.0, Monday to Sunday 07:00-01:00
Grand Mercure Hotel Guangzhou Huaxuan Hotel Executive Lounge, 167,67, Beverage Shop, Zhujiang New Town, https://www.dianping.com/shop/l3HhchoEBSpkWBlO, Taste: 7.6 Environment: 8.2 Service: 7.8, Monday to Sunday 08: 00-23:00
Wanzhou Grilled Fish Stone Pot Fish (Shangqiao Branch), 202,48, Grilled Fish, Xiajiao, https://www.dianping.com/shop/l3G2QrT5ILA8nKiP, Taste: 7.4 Environment: 7.3 Service: 7.5, Monday to Sunday 16:30-06:00
Ji Xiancheng·Xiang style dry pot chicken, 47,52, dry pot/incense pot, Tianhe Park/Shangshe, https://www.dianping.com/shop/l3C3z4vRslbLS99i, taste: 7.5 environment: 7.5 service: 7.4, Monday to Sunday 11:00-23:0023:30-02:30
Xuewen Villa, 58,69, Hakka cuisine, Huangcun/Aoti, https://www.dianping.com/shop/l3BCieEhkk4zqLg9, Taste: 7.3 Environment: 7.2 Service: 7.3, Monday to Sunday 10:00-14: 0017:00-21:00
Zhiwei BBQ, 115,76, skewers, Wangcun/He Tangxia, https://www.dianping.com/shop/l3AxTYJdMmmmsIcO, Taste: 8.0 Environment: 8.3 Service: 8.0, Monday to Sunday 19:00-02 :00
Pickled Fish Restaurant (Nanzhou North Road Store), 272,39, pickled fish/boiled fish, along Dongxiao South Road, https://www.dianping.com/shop/l39jatjXRFddPlar, Taste: 7.5 Environment: 7.2 Service: 7.4 , Monday to Sunday 10:30-21:00
Yuyi Sushi (Zhongcun branch), 351,76, sushi, Zhongcun, https://www.dianping.com/shop/l33yBNCfSJhlEUL2, Taste: 7.8 Environment: 7.9 Service: 7.9, Monday to Sunday 10:30- 21:30
Wusen·Charcoal grilled bird·omakase, 204,265, Japanese cuisine, Huadu Square/District Government, https://www.dianping.com/shop/l31yN5GDPqAFPteb, Taste: 8.6 Environment: 8.7 Service: 8.5, Monday to Sunday 17: 30-01:00
Tanyishao·Charcoal barbecue·dining group building (Gangding Bainaohui store), 2234,91, Fusion barbecue, Shipai/Longkou, https://www.dianping.com/shop/l30ps8b7nTMiq0p0, Taste: 8.8 Environment: 8.6 Service: 8.5, Monday to Sunday 11:00-22:00
Lunniu Chaoshan Beef Hot Pot (Donghuicheng Store), 825,83, Chaoshan Beef Hot Pot, Licheng, https://www.dianping.com/shop/l2zwHdzCJMZpiaKA, Taste: 9.1 Environment: 9.1 Service: 9.1, Monday to Sunday 11:00-21:30
Yujiale Seafood (Xinken Branch), 99,71, seafood, Million Sunflower Garden/Jiuyong, https://www.dianping.com/shop/l2zV52R3joq2DgYe, Taste: 7.2 Environment: 7.1 Service: 7.2, Monday to Sunday 11:00-21:00
Sanye Coffee, 185,37, coffee shop, along Dongxiao South Road, https://www.dianping.com/shop/l2xTmC0mLvbLNCsU, taste: 8.3 environment: 8.2 service: 8.4, Monday, Tuesday and Thursday 14:00-23: 00Friday to Sunday 13:30-23:30
Jizhao Chinese Fire Grilled Cuisine (Huangpu Jiafen Tiandi Store), 424,64, Sushi, East District of Development Zone, https://www.dianping.com/shop/l2v3JvOYHUWYOVIP, Taste: 8.7 Environment: 8.8 Service: 8.6, Monday to Sunday 10:00-21:30
Wentong Ice Room (Zhuying Star City Store), 3825, 49, Tea Restaurant, Kecun/Chigang, https://www.dianping.com/shop/l2uyORg0tQuMG7Hu, Taste: 9.1 Environment: 9.0 Service: 9.1, Monday to Sunday 10:30-22:00
Frog Xiaobao (Anhuahui store), 2182,84, Hunan cuisine, along Baiyun Avenue, https://www.dianping.com/shop/l2rfRFUT9yUZnBLK, taste: 7.9 environment: 8.2 service: 8.1, Monday to Sunday 11: 00-16:0017:00-21:30
Yibao (Pangu Middle Road Store), 13, 16, more food nourishing, Shiling, https://www.dianping.com/shop/l2pDAiCM12xoQgWp, taste: 6.3 environment: 6.3 service: 6.2, none
morethanmeow Wu Zhimao Theme Restaurant (Chengde Zhongchuanhui Branch), 3914,69, Western food, along Industrial Avenue, https://www.dianping.com/shop/H89NYwSUKeB8G41U, Taste: 7.7 Environment: 8.5 Service: 8.1, Monday to Sunday 12:00-21:00
Small fresh meat skewers (Yuanjing Road store), 1689,86, skewers, along Airport Road, https://www.dianping.com/shop/H2oGYNuLy6PnGkjL, Taste: 8.4 Environment: 8.5 Service: 8.3, Monday to Sunday 11:00-02:30
Beef House·Original Korean charcoal barbecue (Luogang Wanda store), 1895,86, Korean barbecue, Luogang Wanda Plaza, https://www.dianping.com/shop/H2lIgmkkf37kdF1K, Taste: 8.6 Environment: 8.4 Service: 8.8, Monday to Sunday 11:30-14:3016:30-22:00
Nocturne (Beijing Road Store), 2985, 132, Western food, Beijing Road Business District, https://www.dianping.com/shop/G4ZEqVD3WZMvXzmr, Taste: 8.8 Environment: 8.6 Service: 9.0, Monday to Sunday 11: 30-14:0017:00-22:00
DLE Dole Coffee (Shiqiao Store), 258,31, Cafe, Shiqiao, https://www.dianping.com/shop/HaMqzy6Aa5lXZfPx, Taste: 8.7 Environment: 8.8 Service: 8.8, Monday to Sunday 11: 30-21:002023-10-10 to 2023-10-1212:00-18:30
COMMUNE Magician (Baixin Plaza Store), 1609,74, Western food, Baixin Plaza, https://www.dianping.com/shop/G84TsWzkgqfA47XN, Taste: 8.8 Environment: 9.0 Service: 8.8, Monday to Sunday 11: 00-03:00
M2·PERSONAL Restaurant, 151,72, Western food, Zhongshan Qiba Road, https://www.dianping.com/shop/H6z8UxgMypxC0vwb, Taste: 8.6 Environment: 8.6 Service: 9.0, Monday to Sunday 11:00-21: 00
Zunbao Pizza (Ziwei Store), 99,34, Pizza, Huadu District, https://www.dianping.com/shop/G3CjgP0wRr5CguFG, Taste: 8.3 Environment: 8.2 Service: 8.2, Friday and Saturday 09:00- 23:00 Monday to Thursday Sunday 09:00-22:00
Mapu Carbon Barbecue (Longdong Store), 350,94, Korean Barbecue, Longdong/Cencun, https://www.dianping.com/shop/G32PXR4Tj10CDSBu, Taste: 8.5 Environment: 8.5 Service: 8.4, Monday to Sunday 11:00-22:00
Jiangtu·Korean BBQ Food Stall (Luogang Wanda Plaza Store), 1226,80, Korean BBQ, Luogang Wanda Plaza, https://www.dianping.com/shop/G4LCj0JCbCI4MyYg, Taste: 8.2 Environment: 8.0 Service :8.1, Saturday and Sunday 10:30-23:00 Monday to Friday 10:30-14:0016:30-23:00
Bingjia·Korean roast beef·roasted beef sausage (Panyu Wanda store), 1096,71, Korean barbecue, Changlong/Nancun, https://www.dianping.com/shop/H2ffnKKFk7Bf2HM1, Taste: 8.5 Environment: 8.3 Service: 8.5, Monday to Sunday 11:00-24:00
Zunbao Pizza (Jiangxia store), 4224, 41, pizza, along Baiyun Avenue, https://www.dianping.com/shop/G6EAVZBFYvZr8vqe, Taste: 8.6 Environment: 8.5 Service: 8.6, Friday and Saturday 09:00- 23:00 Monday to Thursday Sunday 09:00-22:00
KKcoffee (Shamian Shop), 114, 29, cafe, Shamian, https://www.dianping.com/shop/H3pdWCEMyHQoPTbP, Taste: 8.2 Environment: 8.2 Service: 8.3, Monday to Friday 09:00-19 :00Saturday and Sunday 10:00-20:00
Jinshun Carbon Barbeque (No. 1 store), 5804, 89, Korean barbecue, along Airport Road, https://www.dianping.com/shop/G3cqWmnZKYBHApeI, taste: 8.3 Environment: 7.8 Service: 7.7, Monday to Sunday 11:30-23:30
Jinshun Carbon Barbecue (Baixin Plaza Store), 2034, 89, Korean Barbecue, Xinshi, https://www.dianping.com/shop/H6P7KY0rCM0NIOc9, Taste: 8.4 Environment: 8.2 Service: 8.2, Monday to Sunday 11:30-23:00
Zunbao Pizza (Shangbu Store), 427,30, Pizza, Tongdewei, https://www.dianping.com/shop/H9zUEkL0cixPQxA7, Taste: 8.3 Environment: 8.3 Service: 8.4, Friday and Saturday 09:00 -23:00 Monday to Thursday Sunday 09:00-22:00
Cafe No. 6, 571, 31, Coffee Shop, Beijing Road Commercial District, https://www.dianping.com/shop/H3rJcJytQAVLb7m1, Taste: 8.2 Environment: 8.3 Service: 8.5, Monday to Sunday 11:00-18: 00
Xiaoguaner Barbeque·Korean Overseas Chinese Barbeque Restaurant (Dongpu Branch), 328,111, Korean Barbecue, Chebei/Dongpu, https://www.dianping.com/shop/H6g1oGZcthCuu1nF, Taste: 8.1 Environment: 7.8 Service: 8.1 , Monday to Sunday 11:00-23:00
Youmi Chef·Open Fire Claypot Rice (Dongfang Baotai Store), 846,37, Tea Restaurant, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/G4DLOpfxPzvnx0vg, Taste: 8.5 Environment: 8.3 Service :8.5, Monday to Sunday 11:00-21:00
Baheli Beef Hot Pot (Tianhe Bei Kaisa Store), 2130,96, Chaoshan Beef Hot Pot, Teem City/Sports Center, https://www.dianping.com/shop/H7U67XPjaohxwRg8, Taste: 9.1 Environment: 9.0 Service: 9.0, Monday to Sunday 11:00-22:00
Twelve Mu·Orchard Chicken Pot (Nancun Wanbo Store), 370,87, local chicken nest hot pot, Changlong/Nancun, https://www.dianping.com/shop/G2qYSgyc8dBHvCZ5, taste: 9.0 environment: 8.2 service: 9.1 , Monday to Sunday 11:30-14:30 16:30-22:30
Jiuji Seafood (Tangxia Branch), 747,136, seafood, Tangxia, https://www.dianping.com/shop/l3aNC8A0pFCNXrbk, Taste: 8.0 Environment: 8.0 Service: 7.9, Monday to Sunday 10:30-14: 3017:30-22:30
Red Bird Wine Shop Robatayaki, 80,251, Japanese cuisine, Gangding/Longkou, https://www.dianping.com/shop/l3ZaCfctZJpROmSw, Taste: 8.5 Environment: 8.6 Service: 8.7, Monday to Sunday 18:30-02 :00
Zunbao Pizza (Zhongshan Third Store), 513,34, Pizza, Zhongshan Ersan Road/Dongshankou, https://www.dianping.com/shop/l3VQkJO7lOA8wYKc, Taste: 8.5 Environment: 8.1 Service: 8.4, Friday Saturday 09:00-23:00 Monday to Thursday Sunday 09:00-22:00
Liu Yanlong Northeastern Old Fashioned Malatang (Shipaiqiao Store), 104,23, Malatang, Shipai/Longkou, https://www.dianping.com/shop/l3P1rIF6T3wYT1x8, Taste: 7.7 Environment: 7.7 Service: 7.5, Monday to Sunday 10:00-21:00
Qishu Freshly Cut Pork Offal Porridge (Huifu East Road Store), 319,54, Snacks, Beijing Road Commercial District, https://www.dianping.com/shop/l3NgKTbjyBHcyiIk, Taste: 7.9 Environment: 7.6 Service: 8.0, Monday to Sunday 11:30-23:30
Happy Woods (Kaisa Plaza Store), 717, 32, fast food, Teem City/Sports Center, https://www.dianping.com/shop/l3Lluw0zX4ENfBKH, Taste: 8.7 Environment: 8.8 Service: 8.9, Monday to Sunday 07:30-21:00
Cousin Liuzhou Snail Noodles (Hejing Tianjun Store), 98, 13, porridge noodles, Wangcun/He Tangxia, https://www.dianping.com/shop/l3KvRm09BNyhCA4i, Taste: 7.4 Environment: 7.4 Service: 7.4, Monday to Sunday 09:00-24:00
Beef Master·Wagyu Sukiyaki Pot (Tianhe Bei Dongfang Baotai Store), 1347,191, Buffet, Tianhe Bei/Guangzhou East Railway Station, https://www.dianping.com/shop/l3ImQlYsK8RHfyzP, Taste: 8.1 Environment :8.2 Service:8.4, Saturday 11:00-21:30 Monday to Friday Sunday 11:00-14:0017:30-21:30
Coconut Gypsophila Coconut Chicken Hot Pot (Nansha Youfang Store), 379,85, other Chinese food, Youfang Shopping Park, https://www.dianping.com/shop/l3IML7hutoqEKhjg, taste: 8.1 Environment: 8.2 Service: 8.2 , Monday to Sunday 11:00-22:00
Wanzhou Grilled Fish Stone Pot Fish (Jiangtong Road Store), 6,62, more local dishes, Jianggao Town, https://www.dianping.com/shop/l3ILomPyofADDTOS, Taste: 7.1 Environment: 7.2 Service: 7.2, Monday to Sunday 17:00-04:00
Nanhai Fishing Village·Ersha No. 1, 4027,190, Cantonese restaurant, Yanjiang Road/Ersha Island, https://www.dianping.com/shop/l3FhHbcGO5O6Q7dk, Taste: 8.7 Environment: 9.1 Service: 8.7, Saturday and Sunday 09:00-15:0017:00-22:00Monday to Friday10:00-14:3017:30-22:00
PAGODA Baiguoyuan (Kangle Road Store), 98, 34, fruit shop, Shiqiao, https://www.dianping.com/shop/l3EuneAJ3FT89ESz, Taste: 7.2 Environment: 7.2 Service: 7.1, Monday to Sunday 08:00 -23:30
1928 Creative Western Kitchen (Mayflower Commercial Plaza Store), 8003,99, Western food, Beijing Road Commercial District, https://www.dianping.com/shop/l3Et06bZqhnA7wpV, Taste: 8.2 Environment: 8.6 Service: 8.5, Monday to Thursday 11:00-14:0017:00-22:00 Friday to Sunday 11:00-22:00
Mini Korean Fried Chicken Shop (No. 8), 424,51, Korean cuisine, Longdong/Cencun, https://www.dianping.com/shop/l3DogivLGHEgarvU, Taste: 7.5 Environment: 7.4 Service: 7.6, Monday to Sunday 11:00-21:30
Huang Xiao Guan·Barbecue Restaurant, 1030,112, Japanese barbecue/barbecue, Dongfengdong/Yang Ji, https://www.dianping.com/shop/l3DntCCpcp3EDvv3, Taste: 9.1 Environment: 9.1 Service: 9.1, Monday to Sunday 17:00-02:00
Bei'sBakery (Xingsheng Road Store), 661,74, Bread Baking, Zhujiang New Town, https://www.dianping.com/shop/l39tPOkmCXbRVJLr, Taste: 8.0 Environment: 8.0 Service: 7.9, Saturday and Sunday 09:30-22:00 Monday to Friday 09:00-22:00
Zhengwumen·Cantonese-style refreshments (Huangcun store), 1222,62, Cantonese-style refreshments, Chebei/Dongpu, https://www.dianping.com/shop/l38tLK3WNBWPhvpv, Taste: 8.6 Environment: 8.7 Service: 8.4, All day Monday to Sunday
Fengyi Bamboo Food·Time-honored Firewood Bamboo Rice Farm Cuisine (Paitan Store), 323,65, Farm Cuisine, Baishui Village/Paitan, https://www.dianping.com/shop/k4OWmCoVuLEKXUEZ, Taste: 7.4 Environment: 7.3 Service: 7.3, Monday to Sunday 10:30-14:3017:00-21:30
Harbin Dumpling House·Northeastern Cuisine (Dashi Branch), 88,41, Northeastern Cuisine, Dashi, https://www.dianping.com/shop/k4OQETMctZKfOsyl, Taste: 7.2 Environment: 7.2 Service: 7.3, Monday to Sunday 09: 30-23:00
Tanwo·Zhusheng Coconut Chicken (Huangsha Link Shopping Plaza Store), 3946,91, Coconut Chicken Hot Pot, Link Shopping Plaza, https://www.dianping.com/shop/k4OJOOv0aspXUVJO, Taste: 8.9 Environment: 8.8 Service: 8.7, Monday to Sunday 11:00-21:30
Liangfeng Youxin·Guangfu Souvenirs (Chen Family Ancestral Hall Store), 109,74, Bread Baking, Kangwang Road, https://www.dianping.com/shop/k4Ea1RYNcr7Nj79c, Taste: 8.0 Environment: 7.9 Service: 8.0, Monday to Sunday 10:00-20:30
Tustin Chinese Burger (Zhucun Branch), 726, 18, Western fast food, Chebei/Dongpu, https://www.dianping.com/shop/k4Ba2A0vVkaRd2iv, Taste: 8.4 Environment: 8.2 Service: 8.2, Monday to Sunday 10:00-24:00
Heting Japanese Cuisine, 498,148, Japanese Cuisine, Shiqiao, https://www.dianping.com/shop/k2Mcc8rNz46ly2QN, Taste: 8.3 Environment: 7.9 Service: 8.2, Monday to Sunday 11:00-14:0017:00 -23:00
Gao Jie Yangzhuang, 5,40, Zhejiang cuisine, Yonghe Town, https://www.dianping.com/shop/k2GA8556dpBdvzRm, Taste: 6.9 Environment: 6.9 Service: 6.9, Monday to Sunday 10:00-14:0016 :30-20:00
Baoli Frog Turtle Bullfrog Stew (Zengcheng Wanda Store), 321,50, dry pot/incense pot, Wanda Plaza, https://www.dianping.com/shop/k2G9bQcSCoHAvvSb, taste: 7.5 Environment: 7.6 Service: 7.7, Monday to Sunday 10:00-22:00
CHAGEE Bawang Tea Ji (Jiangyan Road Wankeli Store), 481,17, tea and juice, along Jiangnan Avenue, https://www.dianping.com/shop/k2EI4qJBJONwKNnT, taste: 9.0 environment: 9.0 service: 8.9, Monday to Sunday 10:00-23:00
Clumsy Brothers Lobster (Tang'an Road Store), 112,99, crayfish, along Airport Road, https://www.dianping.com/shop/k2CvFMcTAvis6Qs1, Taste: 7.4 Environment: 7.2 Service: 7.3, Monday to Sunday 16:30-05:00
Future Club, 831,55, Cafe, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/k2Cr5Z4uAYgLgnuq, Taste: 7.9 Environment: 8.4 Service: 8.1, Monday to Friday 10:00-22 :00Saturday and Sunday 09:00-22:00
Shou Cai Xin Ji·New concept fusion tea restaurant (Fangcun store), 44,34, tea restaurant, Fangcun, https://www.dianping.com/shop/k2BqWqfQyyaFYsyv, Taste: 7.6 Environment: 7.7 Service: 7.5, Monday to Sunday 11:00-21:00
Komuroyama MOUNTAINSPACE·Collection Store (Huangbian Store), 205,57, Cafe, Huangbian, https://www.dianping.com/shop/k2AvUBsN1f67HLh2, Taste: 8.0 Environment: 8.6 Service: 8.4, Monday to Sunday 09:00-21:00
Neighbor House·Quality Hunan Cuisine (Huangpu Branch), 231,100, Hunan Cuisine, Wenchong, https://www.dianping.com/shop/k29FiJrbIS5P8reb, Taste: 9.0 Environment: 9.0 Service: 9.0, Monday to Sunday 11:00- 14:0017:00-21:00
Jasmine Milk White (Animation Star City Store), 508, 16, tea and juice, Beijing Road Commercial District, https://www.dianping.com/shop/k28RUZd68b4LrNQn, Taste: 8.4 Environment: 8.3 Service: 8.4, Monday to Sunday 10:00-22:00
