Store name, number of reviews, consumption, main cuisine, address, detail link, business hours,Taste,Environment,Service
Maxim's mxcakes (Gongyuanqian Station Store),163,24, Bread Baking, Zhongshan 6th Road, https://www.dianping.com/shop/l7iZoNt9sgPgRzMs, Monday to Sunday 07:30-21:00,7.7,8,8
Niubada (Zengcheng store),339,17, snacks, Hehuicheng Plaza, https://www.dianping.com/shop/l7j9PaWIN3zY5BND, Monday to Sunday 10:00 -22:00,7.5,7.5,7.6
Highye (Binjiang Heng Road Store),63,33, coffee shop, along Binjiang Road, https://www.dianping.com/shop/l7jECplHmJG05nkB, Friday to Sunday 11:00 -02:00 Monday to Thursday 10:00-22:00,8.6,8.6,8.7
CN-1719 Wine Theme Restaurant & Tavern (Panyu Square Branch),468,119, Western food, Shiqiao, https://www.dianping.com/shop/l7jfLYNfIAJJ6r4B, Monday to Sunday 11 :00-14:0017:00-23:30,9,9,9
Frog Xizan Iron Pot Bullfrog (South Station Xijie Store),416,75, dry pot/incense pot, Guangzhou South Railway Station, https://www.dianping.com/shop/l7jKRGrgASXhTOBb, Monday to Sunday 10:30-14:0017:00-24:00,9,9,9
TaoranjuCoffeeHong Kong Drinks (Meiyuan West Road Store),54,7, coffee shop, along Industrial Avenue, https://www.dianping.com/shop/l7jmHTI1b1GibQGE, Saturday and Sunday 10:30-20:00 Monday to Friday 10:00-20:00,7.7,7.7,7.9
Cheng Pangwa Chongqing Noodles (Jiahe Jinbo Store),311,18, porridge noodles, Jiahe Wanggang, https://www.dianping.com/shop/l7jP6To06BfK0fKI, Monday to Sunday 07:00-23:3000:00-03:00,8.2,8.3,8.6
Yucheng Xiaoyu Chongqing Hot Pot (Sanyuanli Store),808,95, Chongqing Hot Pot, Sanyuanli, https://www.dianping.com/shop/l7JRNJFgEkOrzv4t, Monday to Sunday 10:00-22:00,8.6,8.9,8.8
Mangshan Black Dolphin Restaurant (Changlong Restaurant),62,92, creative cuisine, Zhongcun, https://www.dianping.com/shop/l7jWQ8KGKN160kh8, Monday to Sunday 11 :00-14:0017:00-21:00,7.4,7.4,7.3
ZhengwumenCantonese style tea cake (Paitan store),283,47, Cantonese style tea cake, Baishuizhai/Paitan, https://www.dianping.com/shop/l7JxUo3Jb6z2tMwr, all day Monday to Sunday,8.6,8.4,8.1
Chen Jishunhe Beef Hotpot (Smart City Store),2809,91, Chaoshan Beef Hotpot, Xiaoxintang, https://www.dianping.com/shop/l7k1YhiByH5CMKEU, Monday to Sunday Sunday 11:00-22:00,9,8.8,8.7
Kowloon Ice Room (Jiangnanxi Branch),3336,41, Tea Restaurant, Jiangnanxi, https://www.dianping.com/shop/l7k2ejaV7FLMKtYC, Monday to Sunday 10:00 -21:30,7.7,8.1,7.8
Kowloon Tea Records Cantonese Tea Restaurant (Nansha Wanda Branch),2296,67, Tea Restaurant, Jinzhou Business District, https://www.dianping.com/shop/l7k4SkLDuqkSFvCJ, Monday to Sunday 11:00-21:00,8.1,8.2,8.1
Famous No. 1  Exquisite refreshments  Handmade (Tiangui store),129,54, Cantonese refreshments, Huadu Stadium/Huaguoshan Park, https://www.dianping.com/shop/l7kD6GDX0sHitEO7, Monday to Sunday 07:00-15:00,7.5,7.5,7.5
Xianji Tea Restaurant (Shiqiao Branch),2577,38, Tea Restaurant, Shiqiao, https://www.dianping.com/shop/l7KDmxOKmaWm7RRf, Monday to Sunday 11: 00-20:30,8.6,8.5,8.6
Xianji Tea Restaurant (Shiqiao Branch),2578,38, Tea Restaurant, Shiqiao, https://www.dianping.com/shop/l7KDmxOKmaWm7RRf, Monday to Sunday 11: 00-20:30,8.6,8.5,8.6
Naixue's Tea (Zhuying Star City Store),1844,23, tea and juice, Kecun/Chigang, https://www.dianping.com/shop/l7KhDVvQUh5UY0TN, Monday to Sunday 08:00-22:00,8.7,8.9,8.8
Ye Xiao LeSoutheast Asian Food Stalls (Tianhe Xintiandi Store),563,30, Thai food, Tianhe Passenger Terminal, https://www.dianping.com/shop/l7KiZXuf0MVpq1RW, Monday to Sunday 10:00-21:00,7.7,7.6,7.5
Moneng Meat Crab Pot (Zhengjia Plaza Store),1857,88, Meat Crab Pot, Teem City/Sports Center, https://www.dianping.com/shop/l7KjyXe5Dh8LNni0, Monday to Sunday 11:00-21:30,8.3,8.5,8.4
Old Place Brothers Food Stall,51,76, Crayfish, Fangcun, https://www.dianping.com/shop/l7KNXq15UmrF3IKF, Monday to Sunday 16:00-03:00,6.8,6.8,6.9
Siji Dele,51,251, Private Kitchen, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/l7kpNFAC9QxCVhZe, Monday to Sunday 10:00-24 :00,7.4,7.5,7.6
Nanshanju (Tongyong Branch),438,19, Tea Restaurant, Dongyong Town, https://www.dianping.com/shop/l7kSTPh891agVSo2, Monday to Sunday 10: 00-22:00,7.6,7.5,7.5
ArakSingapore Cuisine Kitchen (Jun Yi Wan Bang),517,87, Singaporean cuisine, Jun Yi Wan Bang, https://www.dianping.com/shop/l7kXOhqzmXmWMuLA, Monday to Sunday 11:00-14:0017:30-21:30,8,8.1,8
Jimu BBQ Music Restaurant (Yanjiang Road Branch),2383,89, Kebabs, Yanjiang Road/Ersha Island, https://www.dianping.com/shop/l7L5nDliI4tNvDxv, Monday to Sunday 17:30-02:00,8,8.6,7.9
BlackGoldCoffee (Design City Store),108,16, coffee shop, Huangbian, https://www.dianping.com/shop/l7lDsMtVmjW0rzPe, Monday to Sunday 08: 30-21:30,8.3,8.3,8.5
Selected by the Holy SpiritXiangxi Kebab,580,76, Kebab, Xiaoxintang, https://www.dianping.com/shop/l7LGBb1hejYUxmkV, Monday to Sunday 17:00 -02:00,8.8,8.6,8.3
Shunji Ice Room (Baohua Road Store),13301,24, Tea Restaurant, Shangxiajiu Commercial District, https://www.dianping.com/shop/l7lgiRplBkGDxXxq, Monday to Sunday Sunday 10:00-23:00,7.5,6.8,6.7
Western Guangdong Food (Zhixin South Road Store),13,17, Cantonese Restaurant, Zhongshan Ersan Road/Dongshankou, https://www.dianping.com/shop/l7LibOWIDYWS2NYq, Monday to Sunday 06:00-21:00,7,6.9,6.9
Houzhan Station,263,60, Taiwanese cuisine, Chebei/Dongpu, https://www.dianping.com/shop/l7lJ2AHgFUaUuirE, Monday to Saturday 10:00-21: 00,7.4,8.1,7.8
Waiting for you to get off work (Huachenghui store),121,31, home cooking, Zhujiang New Town, https://www.dianping.com/shop/l7Lkk64j0ExHhKlA, Monday to Sunday 11:00 -14:3017:00-20:00,8,8,8
Tea Life (Acode Land Spring Plaza Store),202,17, tea juice, Huachenghui/Acode Land, https://www.dianping.com/shop/l7LTFJUp95hqaZUj, Monday to Sunday 10:00-22:00,8.6,8.5,8.2
No. 28 Yadong River Vinegar Shop,20,42, fresh food, Bishui Bay/Bishui New Village, https://www.dianping.com/shop/l7ltPI4vjgVkB7C9, Monday to Sunday 10 :30-21:00,7.3,7.3,7.4
D'ao Farm,88,72, Farm Cuisine, Conghua District, https://www.dianping.com/shop/l7lW0WeiZrxC0noM, Monday to Sunday 10:30-22:00,7.4,7.3,7.4
Mapu Carbon Barbecue (Nansha No. 7 Store),1885,97, Korean Barbecue, Jinzhou Business District, https://www.dianping.com/shop/l7Mbte2wblSmBori, Monday to Sunday 11:00-22:00,8.6,8.4,8.4
Lao Shandong Mutton Soup (Baohan Zhi Street Store),335,64, fast food, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/l7moOM0lNRno8WkN, Monday to Sunday 11:30-22:00,8.2,7.4,7.8
Yimei Original Ecological Coconut Chicken (Zhengjia Plaza Store),2071,105, Coconut Chicken Hot Pot, Teem City/Sports Center, https://www.dianping.com/shop/l7mpEY32WGyjP0ZU, Monday to Sunday 11:00-22:00,8.7,8.8,8.8
Song of the Future Natural Vegetarian Food,277,267, Vegetarian, Chimelong/Nancun, https://www.dianping.com/shop/l7MU3qN5oxcYnzlo, Monday to Sunday 12:00-16: 3018:00-21:00,8.4,9.1,8.9
Dingfeng Hong Kong Tea Restaurant (Shilou Branch),392,38, Cantonese refreshments, Shilou, https://www.dianping.com/shop/l7MVAAGoXmPA6bmr, Monday to Sunday 10:00-21:00,7.8,8,8.4
Fugu Umami Research Institute (Nantai Main Store),477,114, Fugu, along Jiangnan Avenue, https://www.dianping.com/shop/l7MYpYKjUcO0DdqM, Monday to Sunday 11: 30-14:0017:30-00:30,7.5,7.4,7.6
Ajisen Ramen (Teem City Store),3033,38, Japanese noodles, Teem City/Sports Center, https://www.dianping.com/shop/l7NAGgAJsXqiPRRC, Monday to Sunday Sunday 10:00-22:00,7.8,7.8,7.8
Beijing Duck EmperorPeking Roast Duck,126,39, Roast Duck, Zhongshan Qiba Road, https://www.dianping.com/shop/l7ncGZ4WnBo9KPjG, Monday to Sunday 10:00- 24:00,7.4,7.2,7.6
Yarkand Halal Food,545,79, Xinjiang Cuisine, Zhongshan Sixth Road, https://www.dianping.com/shop/l7nD95B0RUbz6afw, Monday to Sunday 08:30-23:00,7.7,7.5,7.3
McDonald's (Beiting Plaza Branch),607,26, Western-style fast food, University Town, https://www.dianping.com/shop/l7NiG8jkQYwoxXZO, All day Monday to Sunday,8.1,7.9,8
Lishanghuang (Gangding store),140,17, chestnuts/dried fruits, Shipai/Longkou, https://www.dianping.com/shop/l7nNkfQrnWfGX98y, Monday to Sunday 09 :30-23:00,7.5,7.5,7.6
Yunshan Private Kitchen,85,43, Private Kitchen, Huadu Stadium/Huaguoshan Park, https://www.dianping.com/shop/l7NT61jDVydE8rhE, Monday to Sunday 10 :00-14:0017:00-21:00,7,6.8,6.9
Fresh Sashimi Restaurant (Baohua Road Store),198,93, Seafood, Huadu Stadium/Huaguoshan Park, https://www.dianping.com/shop/l7O71AsHnaAM4JYC, Monday to Sunday 10:30-21:00,7.3,7.3,7.3
Zunbao Pizza (Tonghe Subway Station Store),166,25, Pizza, Tonghe/Jingxi, https://www.dianping.com/shop/l7o9jPEFA9K5ukNk, Friday and Saturday 09 :00-23:00 Monday to Thursday Sunday 09:00-22:00,9,8.6,8.7
Jiang Canteen,323,54, Japanese cuisine, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/l7obSd29WSnBg0vs, Monday to Sunday 11:30-14: 0017:30-21:30,8.1,8.1,8.6
Jiang Xiao Le Xinjiang Fried Rice Noodles (Xiajiao Store),65,20, Xinjiang Cuisine, Luoxi, https://www.dianping.com/shop/l7od6BBUif4LP9pO, Monday to Sunday 10:00-01:00,7.3,7.3,7.3
Xiongji Shrimp KingCrayfish (Dongxiao South Store),2533,106, Crayfish, along Dongxiao South Road, https://www.dianping.com/shop/l7oeDca69hAZL5tS, Monday to Sunday 16:00-02:30,9,8.9,8.7
Xiongji Shrimp KingCrayfish (Dongxiao South Store),2534,106, Crayfish, along Dongxiao South Road, https://www.dianping.com/shop/l7oeDca69hAZL5tS, Monday to Sunday 16:00-02:30,9,8.9,8.7
McDonald's (Yuehe Fang Branch),592,21, Western fast food, Taihe Town, https://www.dianping.com/shop/l7OGcwS94UugLVlf, all day from Monday to Sunday,8.7,8.6,8.6
Daotian cuisine. Charcoal barbecue. Fresh food (Xiancun store),199,247, barbecue buffet, Zhujiang New Town, https://www.dianping.com/shop/l7OGn1rJ7iAqXL0T, Monday to Sunday 11:30-14:0017:30-22:00,9.1,9.1,9.1
Daotian cuisine. Charcoal barbecue. Fresh food (Xiancun store),199,248, barbecue buffet, Zhujiang New Town, https://www.dianping.com/shop/l7OGn1rJ7iAqXL0T, Monday to Sunday 11:30-14:0017:30-22:00,9.1,9.1,9.1
Micang Restaurant (Panyu Tianhe City Store),2450,67, Japanese cuisine, Chimelong/Nancun, https://www.dianping.com/shop/l7OH0JunM4kcAorF, Monday to Sunday 11:00-21:30,9,8.9,9
Qiangji Zhusheng Noodles (Taojin Store),77,28, porridge noodles, Xiaobei/Taojin, https://www.dianping.com/shop/l7OhP0zKfly5pM9L, Monday to Saturday Sunday 07:30-21:00,7.5,7.5,7.5
Kapeng Western Food (Hengbao Plaza Store),7314,69, Western food, Shangxiajiu Commercial District, https://www.dianping.com/shop/l7oiRvewZAw5Po1D, Monday to Sunday 11 :00-21:00,8.3,8.4,8.3
Zhou Chengzhi Snail Noodles (Ezhangtan Store),5005,17, Porridge Noodles, Tongdewei, https://www.dianping.com/shop/l7ooSo8xjxtpGl1A, Monday to Sunday 09:30-01:00,8.9,8.2,8.4
Zhou Chengzhi Snail Noodles (Ezhangtan Store),5008,17, Porridge Noodles, Tongdewei, https://www.dianping.com/shop/l7ooSo8xjxtpGl1A, Monday to Sunday 09:30-01:00,8.9,8.2,8.4
Zhou Chengzhi Snail Noodles (Ezhangtan Store),5009,17, porridge noodles, Tongdewei, https://www.dianping.com/shop/l7ooSo8xjxtpGl1A, Monday to Sunday 09:30-01:00,8.9,8.2,8.4
No. 18 ShuangmendongXiaohan Cuisine (Tianhenan first store),5681,76, Korean cuisine, Zhengjia Plaza, https://www.dianping.com/shop/l7OqG0VWgoEPppqY, Monday to Sunday 11:00-22:30,8.3,8.5,8.7
Nayuki's tea (Xinyicheng PRO store),450,20, tea juice, Jiangnanxi, https://www.dianping.com/shop/l7OUSrOSi83kpRMQ, Monday to Sunday Sunday 10:00-22:00,8.6,8.6,8.6
XiaoyueLawei Cantonese Cuisine (Wanlinghui Branch),3351,97, Cantonese Restaurant, Zhengjia Plaza, https://www.dianping.com/shop/l7OzULf5qZFH30kr, Monday to Sunday 11:00-14:00 17:00-21:00,8.4,8.9,8.5
Fuzhu Yuzhuang Japanese Cuisine,495,267, Japanese Cuisine, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/l7p6Y0UOb7iZge6c, Monday to Sunday 11:00-14 :0017:30-22:00,9,9.2,9.1
Thai Domain Tom Yum Goong (Fenghuang Ancient Station Store),145,66, Thai food, Phoenix City, https://www.dianping.com/shop/l7PA0ZjCJEWN1inj, Monday to Sunday 11:30-14:3017:30-21:00,7.7,7.8,8
Frog Xiaoxia (Longgui Jinbo Store),1196,73, Hunan Cuisine, Jiahe/Hehe, https://www.dianping.com/shop/l7PBb1KpQfxivlur, Monday to Sunday 11:00-21:30,9,8.9,8.9
Naixue's tea (Hejing Youfang PRO store),232,20, tea juice, Wangcun/He Tangxia, https://www.dianping.com/shop/l7pCGz1RXLkXbpO5, Monday to Friday 08:00-22:00,8.7,8.6,8.7
Dongweiyuan Tea Restaurant (Jiali Branch),239,34, Tea Restaurant, Shiqiaonan, https://www.dianping.com/shop/l7pEb25hLJf18iSr, Monday to Sunday 07:30-21:00,7.4,7.5,7.3
Coffee along the way,137,22, coffee shop, Jinzhou Business District, https://www.dianping.com/shop/l7pFnzI3KRlTZvWX, Monday to Sunday 09:00-22:00,8,8,8.1
Yiyi Tang Shuipian (Liwan District Store),107,15, Dessert, Xicun/Xichang, https://www.dianping.com/shop/l7PHoTOW2ksu2kEC, Monday to Sunday 13 :00-23:00,7.8,7.8,7.9
Qiqihar Barbecue (Toumiao Road Store),13,79, Fusion Barbecue, Guangzhou South Railway Station, https://www.dianping.com/shop/l7pLguLOnTkcF3uF, Monday to Sunday 11: 00-00:30,7.2,7.2,7.2
PAGODA Baiguoyuan (Huadu Xuanyi Garden Store),48,40, fruit shop, Yayao, https://www.dianping.com/shop/l7PlpwiagQBLeOLF, Monday to Sunday 08 :00-23:30,7.2,7.2,7.1
Grandma's private kitchen,39,43, private kitchen, Licheng, https://www.dianping.com/shop/l7PmCZEsp3iCFHvo, Monday to Sunday 11:00-23:00,7.5,7.6,7.6
Longcheng Liuzhou Snail Noodles (Jiangxia Branch),143,16, porridge noodles, along Baiyun Avenue, https://www.dianping.com/shop/l7POp6KXOMGYmOnk, Monday to Sunday 11:00-24:00,8,8.3,8.1
Bestore (Baixin Plaza Store),79,50, snacks, Xinshi, https://www.dianping.com/shop/l7PqeQ6gdP7yYejO, Monday to Sunday 09:00- 22:30,7.3,7.3,7.3
Kaihai Seafood BBQ,58,141, Kebabs, Huadu Square/District Government, https://www.dianping.com/shop/l7pRHeAn8d2fWkLv, Monday to Sunday 17:00-02 :00,7.8,7.9,8
Meng Ziyuan Rice Noodles (Longgui Food World Store),103,21, fast food, Longgui Town, https://www.dianping.com/shop/l7Ps1eoebidspIb3, Monday to Sunday 10:30-23:00,8.3,8.3,8.3
Tea Life (Haiyin Binbin Plaza Store),265,18, tea juice, Haizhu Plaza, https://www.dianping.com/shop/l7pw64VaOoFAi3u4, Monday to Sunday 10:00-22:00,8.8,8.7,8.8
LINLEE LinliHand-made lemon tea (Tianhe Meilin Tiandi store),669,17, tea juice, Chebei/Dongpu, https://www.dianping.com/shop/l7PWTYUBrHYTtEdq, Monday to Sunday 10:00-22:30,8.5,8.5,8.3
Big pigeon rice (Hanxi Changlong store),3342,110, Guangzhou cuisine, Changlong/Nancun, https://www.dianping.com/shop/l7PZhNgpgNhUQbuc, Monday to Sunday Day 11:00-14:30 17:00-21:00,9.2,9.2,9.2
BANDIDOS Mo DabanMexican Restaurant (Huaxun Street Store),1195,106, Western food, Zhujiang New Town, https://www.dianping.com/shop/l7PzuSaMiFsCJoR6, Monday to Sunday 12:00-24:00,8.3,8.6,8.6
Meet Xiaomian (Binjiang Hongan Store),101,27, porridge noodles, along Binjiang Road, https://www.dianping.com/shop/l7Q7R47MjQur2KzU, all day from Monday to Sunday,8.3,8.3,8.3
Jiushi Barbeque (Guangzhou Baiyun Qingda Store),403,79, Fusion Barbeque, Zhongluotan, https://www.dianping.com/shop/l7qbaYll6xO6YG0O, Monday to Sunday 11:00-22:00,7.5,7.6,7.3
Ba Shifeng (Tangxia Branch),108,57, Sichuan Restaurant, Tangxia, https://www.dianping.com/shop/l7qBPFTHWfCE6f55, Monday to Sunday 10:00 -22:00,7.3,7.2,7.3
Hi Tea (Poly Central Store),1946,22, tea and juice, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/l7QCRlAvRYZkmtwN, Monday to Sunday 09:30-23:00,8.6,8.5,8.2
MitaimangSoutheast Asian Cuisine (Tiyu West Store),3205,65, Thai food, Teem City/Sports Center, https://www.dianping.com/shop/l7Qew7KX12L5QIfr, Monday to Sunday 11:00-22:00,8.8,8.7,8.8
Lao Nidu Dian Private Kitchen Cuisine,62,66, Private Kitchen Cuisine, North Station/Jianshe Road, https://www.dianping.com/shop/l7qgYGnIQ08h2Sx3, Monday to Sunday 11: 00-14:0017:00-22:00,7.5,7.3,7.6
Wei KexiangSpecial Hunan Cuisine (Xintang Branch),349,55, Hunan Cuisine, Xintang, https://www.dianping.com/shop/l7qmqlwQIOWGttw7, Monday to Sunday 11:00-14:0017:00-22:00,8.8,8.8,8.9
Xiangyu XiangzhiAuthentic Hunan Cuisine (Liwan Branch),277,87, Hunan Cuisine, Shangxiajiu Commercial District, https://www.dianping.com/shop/l7QMsQRaF8zhbKQS, Monday to Sunday Sunday 11:00-21:30,7.6,7.6,7.3
Big fish mealShunde seafood large plate fish (Yuancun Erheng Road store),947,79, Shunde cuisine, Yuancun, https://www.dianping.com/shop/l7QnOVUYlX80xJo5,Monday to Sunday 11:00-14:0017:00-22:00,7.5,6.9,7.2
POPSHOTCoffee and tea,395,41, Western food, Sha Noodles, https://www.dianping.com/shop/l7qP6yUCgMTpJ1Se, Monday to Sunday 10:30-18:00,7.9,8.4,8.1
Juju Leisure Food Park (Mingxing Trade City Store),51,30, other Chinese food, Dagang, https://www.dianping.com/shop/l7qtJt6WPMfSeL5c, Monday to Sunday 17:00-02:00,7.1,7.1,7.1
Home Cooking Western Cantonese FlavorMorning TeaHunan Cuisine,467,56, Cantonese Restaurant, Shilou, https://www.dianping.com/shop/l7qWLy67vw3wpscz, Monday to Sunday 07: 30-14:3017:00-21:30,8,7.7,8
Beli Tang (Baohua Road Store),152,9, Bread Baking, Hengbao Plaza, https://www.dianping.com/shop/l7qwZXWhXpDMmN7d, Monday to Sunday 08 :30-23:00,8.2,8.1,8.3
Saint Joan Food Parkway Buffet Restaurant (China Plaza Branch),1849,76, buffet, China Plaza, https://www.dianping.com/shop/l7qzubfO6YmBL5xg, Monday to Sunday 11:00-22:00,7.4,7.7,7.4
Sanliang Noodles (Guangzhou Zhukong Store),624,26, porridge noodles, Zhujiang New Town, https://www.dianping.com/shop/l7QZy5CaUwCe17CI, Monday to Sunday 07 :00-20:30,8.6,8.5,8.5
Sanliang Noodles (Guangzhou Zhukong Store),625,26, porridge noodles, Zhujiang New Town, https://www.dianping.com/shop/l7QZy5CaUwCe17CI, Monday to Sunday 07 :00-20:30,8.6,8.5,8.5
HALOSHAKE Shake Juice (Tianhe Store),377,21, Tea Juice, Teem City/Sports Center, https://www.dianping.com/shop/l7rhwqWFTZyRArPY, Monday to Sunday 09:00-22:00,8.3,8.1,8.3
Thai SpicyThai Food Stall,474,59, Thai food, along Jiangnan Avenue, https://www.dianping.com/shop/l7RiwBGI8LbjoHw0, Monday to Sunday 11:00 -21:00,9.1,9,9.1
Round trip Living (Zhongcun store),336,112, special dishes, Zhongcun, https://www.dianping.com/shop/l7RndibPonudZDdh, Monday to Sunday 10:00-21: 00,8.3,8.9,8.3
Mapu Carbon Barbeque (Kecun Zhuying Store),2588,94, Korean Barbeque, Kecun/Chigang, https://www.dianping.com/shop/l7rom8Xdprfig4Fd, Monday to Sunday 11:00-23:30,8.9,8.6,8.9
storeby.jpg (Shengya Business Center Store),167,24, Cafe, Teem City/Sports Center, https://www.dianping.com/shop/l7RS3ztH7sCg22WX, Saturday Sunday 10:00-18:00 Monday to Friday 08:00-19:00,8.2,8.1,8.3
Rongwa (University Town Store),240,54, frog hotpot, University Town, https://www.dianping.com/shop/l7RuSb0PZ68ftIHO, Monday to Sunday 11:00- 23:30,9,8.9,9.1
HASHTAG163 well 163 Korean fried chickensnacks (Fangcun store),130,38, Korean cuisine, Fangcun, https://www.dianping.com/shop/l7rweKHzekPshvBg, Monday to Sunday 12:00-14:0017:00-23:00,7.4,7.4,7.6
Meirpu Mineral Spring Coffee (Qifu Store),259,26, coffee shop, Zhongcun, https://www.dianping.com/shop/l7rxLLAm0RVzEJQ0, Monday to Sunday 09: 00-21:00,8.1,8.2,8.2
Tustin Burger (Xinshi Market Store),304,18, Western-style fast food, Xinshi, https://www.dianping.com/shop/l7rZmWXkf9Os2vBe, all day from Monday to Sunday,8.6,8.4,8.3
Fuju Buffet Barbecue Hot Pot Food Parkway (Shijing International Store),545,70, buffet, Shijing, https://www.dianping.com/shop/l7S5u1vKUEMpXOOg, Monday to Sunday 11:00-22:00,7.2,7.6,7.4
Siam Impression (Taojin Store),222,83, Thai food, Xiaobei/Taojin, https://www.dianping.com/shop/l7SdwrKAzAPSz1lW, Monday to Sunday 11: 00-14:0017:00-21:00,8,8.6,8.6
Mingyang Zhuyi Beef Buffet Hot Pot (Rhehe Store),324,62, Buffet, Jiahe/Rhehe, https://www.dianping.com/shop/l7sIRbHVTVEhQsY9, Monday to Sunday 10:30-24:00,7.3,7.4,7.7
Tea Baidao (GOGO Xintiandi store),426,16, tea juice, University Town, https://www.dianping.com/shop/l7SjY9DGfATy9YqU, Monday to Sunday 09:30 -24:00,8.7,8.6,8.7
Falling in love with childhood (CapitaLand Plaza store),21,13, snacks, No. 5 tarmac, https://www.dianping.com/shop/l7SljQYULyomfo6M, Monday to Thursday Sunday 10:00-22:00 Friday and Saturday 10:00-22:30,7.3,7.3,7.2
Xinglang Barbeque Restaurant,32,59, Fusion Barbeque, Jianshe North Road, https://www.dianping.com/shop/l7SMmjTVwpUZgs9A, Monday to Sunday 17:30-02: 00,7.1,7.2,7.2
Chengji Luyan (Zhongcun Branch),1259,79, Guangzhou cuisine, Zhongcun, https://www.dianping.com/shop/l7srtOTmopReVVH5, Monday to Sunday 11: 00-14:3017:00-21:30,8.4,7.7,8.1
Ancient Ming (Tianhe Yuancun Store),155,17, tea and juice, Yuancun, https://www.dianping.com/shop/l7SvjBeUtNlOzid9, Monday to Sunday 10: 00-23:00,8.3,8.2,8.3
KeliangcangHakka Cuisine (Baiyun Branch),376,74, Hakka Cuisine, Huangshi, https://www.dianping.com/shop/l7swHZcLs1WC7Qxc, Monday to Sunday 07:00 -14:0017:00-21:30,7.6,7.7,7.6
Caidian (Baohua store),1400,56, Cantonese style refreshments, Shangxiajiu Commercial District, https://www.dianping.com/shop/l7SzofY0GRi5BC4U, Monday to Sunday 07 :00-21:00,8.1,7.7,7.3
1DianDian (Gangding store),448,12, tea and juice, Shipai/Longkou, https://www.dianping.com/shop/l7t7o1Tr6lJI5gZN, Monday to Sunday 10 :00-23:00,8,7.8,8.1
Songzhuyuan (Zengjiang Branch),562,75, Farm Cuisine, Licheng, https://www.dianping.com/shop/l7tEckzTcK7j1vBs, Monday to Sunday 07:00- 14:0017:00-21:00,7.6,8.1,7.6
Langxi AlleyNanning Laoyou Noodles (Tianyu Plaza Store),387,22, porridge noodles, Gangding/Longkou, https://www.dianping.com/shop/l7tg4FIR1giseRLn, Monday to Friday 10:00-22:00 Saturday and Sunday 10:00-22:30,8.1,8.1,8.1
Langxi AlleyNanning Laoyou Noodles (Tianyu Plaza Store),393,22, porridge noodles, Gangding/Longkou, https://www.dianping.com/shop/l7tg4FIR1giseRLn, Monday to Friday 10:00-22:00 Saturday and Sunday 10:00-22:30,8.1,8.1,8.1
Hua MonkXiangxi Small Skewers BBQ (Dongfang Baotai Store),1765,95, skewers, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/l7Tgfx9BDBAKcP00, Monday to Sunday 17:30-01:00,9.1,9.1,9.1
Meet Xiaomian (Baiyun Airport T2 security checkout store),135,29, porridge noodles, Baiyun International Airport, https://www.dianping.com/shop/l7tGPlx36C5NVoap, Monday to all day sunday,8.5,8.3,8.2
Wulin God of Cooking Cantonese Refreshments (Tiyu West Road Store),10964,68, Cantonese Refreshments, Teemall/Tiyu West, https://www.dianping.com/shop/l7TKFTLZFDJeFvzz, Monday to Sunday 07:00-21:00,7.5,7.4,7.1
Miduoduo Fried Chicken Korean Fried Chicken (Longdong Branch),18,24, Korean cuisine, Longdong/Cencun, https://www.dianping.com/shop/l7tkWaxpM220fi7h, Monday to Sunday 10:00-24:00,7.2,7.1,7.1
Taier pickled fish (Baiyun Airport T2 terminal store),149,80, pickled fish/boiled fish, Baiyun International Airport, https://www.dianping.com/shop/l7TKzeaWRDnNwy7r, Monday to Friday 11:00-14:0017:00-21:00 Saturday and Sunday 11:00-21:00,8.6,8.7,8.8
Xiangcun Story (Jia Dian),167,65, Hunan Cuisine, East District of Development Zone, https://www.dianping.com/shop/l7tRKmeXeyyjGUW5, Monday to Sunday 10:00 -21:00,7.4,7.4,7.4
Luoxiaofu Liuzhou Snail Noodles (Yuancun Metro Station Store),55,13, porridge noodles, Yuancun, https://www.dianping.com/shop/l7U51SOWNQQ31RdU, Monday to Sunday 11:00-24:00,7.3,7.3,7.3
Domino's Pizza (Dongjing Garden Store),333,49, Pizza, Tianhe Park/Shangshe, https://www.dianping.com/shop/l7u9xsbDIlLiyqvR, Monday to Sunday 10 :00-22:00,9.1,9,9.1
PAPERSTONEBAKERY (Wanlinghui store),1004,32, Dessert, Zhengjia Plaza, https://www.dianping.com/shop/l7Ue9xQClfuj8s6B, Monday to Friday 08:30-22 :00Saturday and Sunday 10:00-22:00,8.7,8.6,8.4
Liangjie Nanning Pumiao Raw Rice Noodles (Xiaogangwan Store),2472,21, porridge noodles, along Dongxiao South Road, https://www.dianping.com/shop/l7UJawv6MgPGNcZW, Monday to Saturday 08:00-20:30,8.1,6.7,7.6
Hehui Hot Spring HotelShuiyue All-day Restaurant (Baishuizhai Branch),39,260, Buffet, Baishuizhai/Paitan, https://www.dianping.com/shop/l7upDVhHS3dxBVPq, Monday to Sunday 07:00-23:00,7.2,7.4,7.3
